row_id,source_id,source_citation_short,extraction_status,notes_general,asr_model_name_raw,asr_model_name_standardized,benchmark_name_raw,benchmark_name_standardized,source_paper_name,observation_unit_label,language_label_raw,language_label_standardized,iso_language_code,subgroup_label_raw,subgroup_label_standardized,subgroup_type,linguistic_group_level,transcript_type_raw,transcript_type_standardized,transcript_type_binary,correction_source,reference_condition_notes,training_hours_raw,training_hours_numeric,training_hours_unit,training_hours_source_text,log_training_hours,resource_level_tertile,resource_level_notes,wer_reported,cer_reported,delta_wer_reported,worst_group_wer_reported,macro_avg_wer_reported,micro_avg_wer_reported,other_fairness_metric_name,other_fairness_metric_value,metric_notes,speech_domain_raw,speech_domain_standardized,noise_condition_raw,noise_condition_standardized,recording_condition_notes,evaluation_split,dataset_condition_notes,has_performance_metric,has_training_hours,has_transcript_type,eligible_for_main_analysis,exclusion_reason,ambiguity_flag,verification_flag,group_row_count,micro_avg_notes
OBS034,SRC01,"Radford et al., 2022",extracted,Single distant mic,Whisper large-v2,Whisper large-v2,AMI-SDM1,AMI,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | AMI,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",36.4,,19.5,36.4,26.65,,,,,conversational,conversational,noisy,noisy,,test,,True,True,True,True,,True,needs_review,2.0,not_computed_no_weight_column
OBS035,SRC01,"Radford et al., 2022",extracted,Telephonic,Whisper large-v2,Whisper large-v2,Switchboard,Switchboard,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | Switchboard,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",13.8,,0.0,13.8,13.8,,,,,conversational,conversational,clean,clean,,test,,True,True,True,True,,True,needs_review,1.0,not_computed_no_weight_column
OBS036,SRC01,"Radford et al., 2022",extracted,Telephonic,Whisper large-v2,Whisper large-v2,CallHome,CallHome,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | CallHome,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",17.6,,0.0,17.6,17.6,,,,,conversational,conversational,mixed,mixed,,test,,True,True,True,True,,True,needs_review,1.0,not_computed_no_weight_column
OBS037,SRC01,"Radford et al., 2022",extracted,Table 2 English robustness results,Whisper large-v2,Whisper large-v2,WSJ,WSJ,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | WSJ,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",3.9,,0.0,3.9,3.9,,,,,read,read,clean,clean,,test,,True,True,True,True,,True,needs_review,1.0,not_computed_no_weight_column
OBS038,SRC01,"Radford et al., 2022",extracted,European Parliament English,Whisper large-v2,Whisper large-v2,VoxPopuli-en,VoxPopuli,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | VoxPopuli,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",7.3,,26.200000000000003,33.2,15.438888888888888,,,,,read,read,clean,clean,,test,,True,True,True,True,,True,needs_review,18.0,not_computed_no_weight_column
OBS039,SRC01,"Radford et al., 2022",extracted,Table 2 English robustness results,Whisper large-v2,Whisper large-v2,FLEURS-en,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | FLEURS,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",4.4,,153.5,156.5,27.345833333333335,,,,,read,read,clean,clean,,test,,True,True,True,True,,True,needs_review,24.0,not_computed_no_weight_column
OBS040,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Arabic | FLEURS,Arabic,Arabic,ar,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,16.0,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS041,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Chinese | FLEURS,Chinese,Chinese,zh,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,23446 hours,23446.0,hours,Whisper paper Figure 11 per-language training hours,4.3701,Medium,Figure 11 per-language hours,14.7,,153.5,156.5,27.345833333333335,,,,Paper reports CER for Chinese/Japanese but value extracted as WER from FLEURS table,Read sentences,read,Controlled recording,clean,,test,,True,True,True,True,,False,verified,24.0,not_computed_no_weight_column
OBS042,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Czech | FLEURS,Czech,Czech,cs,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,13.3,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS043,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | German | FLEURS,German,German,de,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,13344 hours,13344.0,hours,Whisper paper Figure 11 per-language training hours,4.1253,Medium,Figure 11 per-language hours,4.5,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,True,True,True,,False,verified,24.0,not_computed_no_weight_column
OBS044,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Greek | FLEURS,Greek,Greek,el,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,12.5,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS045,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | FLEURS,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,438218 hours,438218.0,hours,Whisper paper Figure 11 per-language training hours,5.6417,High,Figure 11 per-language hours,4.2,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,True,True,True,,False,verified,24.0,not_computed_no_weight_column
OBS046,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Spanish | FLEURS,Spanish,Spanish,es,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,11100 hours,11100.0,hours,Whisper paper Figure 11 per-language training hours,4.0453,Medium,Figure 11 per-language hours,3.0,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,True,True,True,,False,verified,24.0,not_computed_no_weight_column
OBS047,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | French | FLEURS,French,French,fr,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,9752 hours,9752.0,hours,Whisper paper Figure 11 per-language training hours,3.9891,Low,Figure 11 per-language hours,8.3,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,True,True,True,,False,verified,24.0,not_computed_no_weight_column
OBS048,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Hindi | FLEURS,Hindi,Hindi,hi,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,21.5,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS049,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Italian | FLEURS,Italian,Italian,it,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,4.0,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS050,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Japanese | FLEURS,Japanese,Japanese,ja,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,7054 hours,7054.0,hours,Whisper paper Figure 11 per-language training hours,3.8484,Low,Figure 11 per-language hours,5.3,,153.5,156.5,27.345833333333335,,,,Paper reports CER for Chinese/Japanese but value extracted as WER from FLEURS table,Read sentences,read,Controlled recording,clean,,test,,True,True,True,True,,False,verified,24.0,not_computed_no_weight_column
OBS051,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Korean | FLEURS,Korean,Korean,ko,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,7993 hours,7993.0,hours,Whisper paper Figure 11 per-language training hours,3.9027,Low,Figure 11 per-language hours,14.3,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,True,True,True,,False,verified,24.0,not_computed_no_weight_column
OBS052,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Dutch | FLEURS,Dutch,Dutch,nl,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,6.7,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS053,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Polish | FLEURS,Polish,Polish,pl,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,5.4,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS054,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Portuguese | FLEURS,Portuguese,Portuguese,pt,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,8573 hours,8573.0,hours,Whisper paper Figure 11 per-language training hours,3.9331,Low,Figure 11 per-language hours,4.3,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,True,True,True,,False,verified,24.0,not_computed_no_weight_column
OBS055,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Russian | FLEURS,Russian,Russian,ru,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,9761 hours,9761.0,hours,Whisper paper Figure 11 per-language training hours,3.9895,Medium,Figure 11 per-language hours,5.6,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,True,True,True,,False,verified,24.0,not_computed_no_weight_column
OBS056,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Swedish | FLEURS,Swedish,Swedish,sv,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,8.5,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS057,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Turkish | FLEURS,Turkish,Turkish,tr,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,8.4,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS058,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Ukrainian | FLEURS,Ukrainian,Ukrainian,uk,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,8.6,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS059,SRC01,"Radford et al., 2022",extracted,WER >100 indicates hallucination failures,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Mongolian | FLEURS,Mongolian,Mongolian,mn,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,110.5,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS060,SRC01,"Radford et al., 2022",extracted,WER >100 indicates hallucination failures,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Sindhi | FLEURS,Sindhi,Sindhi,sd,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,156.5,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS061,SRC01,"Radford et al., 2022",extracted,FLEURS results,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Yoruba | FLEURS,Yoruba,Yoruba,yo,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,94.8,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS062,SRC01,"Radford et al., 2022",extracted,WER >100 indicates hallucination failures,Whisper large-v2,Whisper large-v2,FLEURS,FLEURS,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Shona | FLEURS,Shona,Shona,sn,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,No Figure 11 hours for this language,121.0,,153.5,156.5,27.345833333333335,,,,,Read sentences,read,Controlled recording,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,24.0,not_computed_no_weight_column
OBS063,SRC02,"Veliche et al., 2024",extracted,244M params; Table 2 ethnicity WER,Whisper-small,Whisper small,Fair-Speech,Fair-Speech,Towards Measuring Fairness in Speech Recognition: Fair-Speech Dataset,Whisper small | English/Black or African American | Fair-Speech,English (American),English,en,Black or African American,Black or African American,race_ethnicity,language_plus_subgroup,"Raw ASR output evaluated against human-transcribed reference (verbatim, multi-pass, three-way vendor agreement)",single_reference_human_transcribed,curated_reference,human_reference_transcription,REFERENCE is human-transcribed (annotation WER 1.47%); ASR OUTPUT is raw/uncorrected. No post-ASR correction applied.,438218 hours English,438218.0,hours,Derived: 65% of 680k hours = English,5.6417,High,Derived: 65% of 680k hours = English,16.99,,12.479999999999999,16.99,9.188333333333334,,Relative WER gap (ethnicity),73.45,,Semi-spontaneous voice-assistant command speech across 7 domains,mixed,Mobile-recorded by participants remotely; natural in-the-wild conditions,mixed,Self-recorded mobile audio; U.S. participants; avg 7.36s per utterance,benchmark_eval,"Full 26,471-utterance corpus is evaluation-only; no train/dev/test split",True,True,True,True,,True,needs_review,6.0,not_computed_no_weight_column
OBS064,SRC02,"Veliche et al., 2024",extracted,244M params; Table 2 ethnicity WER,Whisper-small,Whisper small,Fair-Speech,Fair-Speech,Towards Measuring Fairness in Speech Recognition: Fair-Speech Dataset,Whisper small | English/White | Fair-Speech,English (American),English,en,White,White,race_ethnicity,language_plus_subgroup,"Raw ASR output evaluated against human-transcribed reference (verbatim, multi-pass, three-way vendor agreement)",single_reference_human_transcribed,curated_reference,human_reference_transcription,REFERENCE is human-transcribed (annotation WER 1.47%); ASR OUTPUT is raw/uncorrected. No post-ASR correction applied.,438218 hours English,438218.0,hours,Derived: 65% of 680k hours = English,5.6417,High,Derived: 65% of 680k hours = English,4.51,,12.479999999999999,16.99,9.188333333333334,,,,,Semi-spontaneous voice-assistant command speech across 7 domains,mixed,Mobile-recorded by participants remotely; natural in-the-wild conditions,mixed,Self-recorded mobile audio; U.S. participants; avg 7.36s per utterance,benchmark_eval,"Full 26,471-utterance corpus is evaluation-only; no train/dev/test split",True,True,True,True,,True,needs_review,6.0,not_computed_no_weight_column
OBS065,SRC02,"Veliche et al., 2024",extracted,1550M params; Table 2 ethnicity WER,Whisper-large-v2,Whisper large-v2,Fair-Speech,Fair-Speech,Towards Measuring Fairness in Speech Recognition: Fair-Speech Dataset,Whisper large-v2 | English/Black or African American | Fair-Speech,English (American),English,en,Black or African American,Black or African American,race_ethnicity,language_plus_subgroup,"Raw ASR output evaluated against human-transcribed reference (verbatim, multi-pass, three-way vendor agreement)",single_reference_human_transcribed,curated_reference,human_reference_transcription,REFERENCE is human-transcribed (annotation WER 1.47%); ASR OUTPUT is raw/uncorrected. No post-ASR correction applied.,438218 hours English,438218.0,hours,Derived: 65% of 680k hours = English,5.6417,High,Derived: 65% of 680k hours = English,9.52,,5.56,9.52,6.74,,,,,Semi-spontaneous voice-assistant command speech across 7 domains,mixed,Mobile-recorded by participants remotely; natural in-the-wild conditions,mixed,Self-recorded mobile audio; U.S. participants; avg 7.36s per utterance,benchmark_eval,"Full 26,471-utterance corpus is evaluation-only; no train/dev/test split",True,True,True,True,,True,needs_review,2.0,not_computed_no_weight_column
OBS066,SRC02,"Veliche et al., 2024",extracted,1550M params; Table 2 ethnicity WER,Whisper-large-v2,Whisper large-v2,Fair-Speech,Fair-Speech,Towards Measuring Fairness in Speech Recognition: Fair-Speech Dataset,Whisper large-v2 | English/White | Fair-Speech,English (American),English,en,White,White,race_ethnicity,language_plus_subgroup,"Raw ASR output evaluated against human-transcribed reference (verbatim, multi-pass, three-way vendor agreement)",single_reference_human_transcribed,curated_reference,human_reference_transcription,REFERENCE is human-transcribed (annotation WER 1.47%); ASR OUTPUT is raw/uncorrected. No post-ASR correction applied.,438218 hours English,438218.0,hours,Derived: 65% of 680k hours = English,5.6417,High,Derived: 65% of 680k hours = English,3.96,,5.56,9.52,6.74,,,,,Semi-spontaneous voice-assistant command speech across 7 domains,mixed,Mobile-recorded by participants remotely; natural in-the-wild conditions,mixed,Self-recorded mobile audio; U.S. participants; avg 7.36s per utterance,benchmark_eval,"Full 26,471-utterance corpus is evaluation-only; no train/dev/test split",True,True,True,True,,True,needs_review,2.0,not_computed_no_weight_column
OBS067,SRC02,"Veliche et al., 2024",extracted,"~50M params, 29.8K h English training; Table 2 ethnicity WER",Meta supervised Emformer RNN-T video model,Meta Emformer RNN-T (supervised),Fair-Speech,Fair-Speech,Towards Measuring Fairness in Speech Recognition: Fair-Speech Dataset,Meta Emformer RNN-T (supervised) | English/Black or African American | Fair-Speech,English (American),English,en,Black or African American,Black or African American,race_ethnicity,language_plus_subgroup,"Raw ASR output evaluated against human-transcribed reference (verbatim, multi-pass, three-way vendor agreement)",single_reference_human_transcribed,curated_reference,human_reference_transcription,REFERENCE is human-transcribed (annotation WER 1.47%); ASR OUTPUT is raw/uncorrected. No post-ASR correction applied.,29800 hours English,29800.0,hours,Stated in Fair-Speech paper: 29.8K hours English,4.4742,Medium,Stated in Fair-Speech paper: 29.8K hours English,14.21,,0.0,14.21,14.21,,,,,Semi-spontaneous voice-assistant command speech across 7 domains,mixed,Mobile-recorded by participants remotely; natural in-the-wild conditions,mixed,Self-recorded mobile audio; U.S. participants; avg 7.36s per utterance,benchmark_eval,"Full 26,471-utterance corpus is evaluation-only; no train/dev/test split",True,True,True,True,,False,verified,1.0,not_computed_no_weight_column
